version,release_date,appplication,no_measurement,timestamp,pid,command,time,virt,res,shr,percent_cpu,percent_mem,tasks_total,tasks_running,tasks_sleeping,tasks_stopped,tasks_zombie,cpu_us,cpu_sy,cpu_ni,cpu_id,cpu_wa,cpu_hi,cpu_si,cpu_st,mem_total,mem_free,mem_used,mem_buff_cache,swap_total,swap_free,swap_used,swap_avail,Unnamed: 33
2.5.6,2011-05-26,nbody.py 50000000,0,1690918741,310962,python,0:00.11,408524.0,401544.0,3924.0,68.8,2.5,282,2,279,1,0,15.5,14.0,0.0,70.5,0.0,0.0,0.0,0.0,15795.0 MiB,5540.7 MiB,1967.6 MiB,8286.6 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,13149.9 MiB,
2.5.6,2011-05-26,nbody.py 50000000,1,1690918742,310962,python,0:01.28,1603652.0,1500000.0,3924.0,100.0,9.9,282,2,279,1,0,13.6,0.8,0.0,85.6,0.0,0.0,0.0,0.0,15795.0 MiB,4368.1 MiB,3147.0 MiB,8279.9 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,11977.3 MiB,
2.5.6,2011-05-26,nbody.py 50000000,2,1690918743,310962,python,0:02.44,1603652.0,1500000.0,3924.0,93.8,9.9,282,2,279,1,0,14.0,1.6,0.0,84.5,0.0,0.0,0.0,0.0,15795.0 MiB,4368.1 MiB,3147.1 MiB,8279.8 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,11977.3 MiB,
2.5.6,2011-05-26,nbody.py 50000000,3,1690918744,310962,python,0:03.61,1603652.0,1500000.0,3924.0,100.0,9.9,282,2,279,1,0,12.8,0.0,0.0,87.2,0.0,0.0,0.0,0.0,15795.0 MiB,4367.6 MiB,3147.6 MiB,8279.8 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,11976.8 MiB,
2.5.6,2011-05-26,nbody.py 50000000,4,1690918745,310962,python,0:04.77,1603652.0,1500000.0,3924.0,93.8,9.9,282,2,279,1,0,12.0,0.8,0.0,87.2,0.0,0.0,0.0,0.0,15795.0 MiB,4367.1 MiB,3148.1 MiB,8279.8 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,11976.3 MiB,
2.5.6,2011-05-26,nbody.py 50000000,5,1690918746,310962,python,0:05.94,1603652.0,1500000.0,3924.0,100.0,9.9,282,2,279,1,0,12.7,0.8,0.0,86.5,0.0,0.0,0.0,0.0,15795.0 MiB,4366.9 MiB,3148.3 MiB,8279.8 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,11976.1 MiB,
2.5.6,2011-05-26,nbody.py 50000000,6,1690918748,310962,python,0:07.10,1603652.0,1500000.0,3924.0,93.8,9.9,282,2,279,1,0,12.7,0.0,0.0,87.3,0.0,0.0,0.0,0.0,15795.0 MiB,4366.9 MiB,3148.3 MiB,8279.8 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,11976.1 MiB,
2.5.6,2011-05-26,nbody.py 50000000,7,1690918749,310962,python,0:08.27,1603652.0,1500000.0,3924.0,100.0,9.9,282,2,279,1,0,12.0,0.8,0.0,87.2,0.0,0.0,0.0,0.0,15795.0 MiB,4366.9 MiB,3148.3 MiB,8279.8 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,11976.1 MiB,
2.5.6,2011-05-26,nbody.py 50000000,8,1690918750,310962,python,0:09.43,1603652.0,1500000.0,3924.0,93.8,9.9,282,2,279,1,0,12.9,0.0,0.0,87.1,0.0,0.0,0.0,0.0,15795.0 MiB,4366.9 MiB,3148.3 MiB,8279.8 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,11976.1 MiB,
2.5.6,2011-05-26,nbody.py 50000000,9,1690918751,310962,python,0:10.60,1603652.0,1500000.0,3924.0,100.0,9.9,282,2,279,1,0,11.9,0.8,0.0,87.3,0.0,0.0,0.0,0.0,15795.0 MiB,4366.4 MiB,3148.8 MiB,8279.8 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,11975.6 MiB,
2.5.6,2011-05-26,nbody.py 50000000,10,1690918752,310962,python,0:11.76,1603652.0,1500000.0,3924.0,93.8,9.9,282,2,279,1,0,12.8,0.0,0.0,87.2,0.0,0.0,0.0,0.0,15795.0 MiB,4366.4 MiB,3148.8 MiB,8279.8 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,11975.6 MiB,
2.5.6,2011-05-26,nbody.py 50000000,11,1690918753,310962,python,0:12.93,1603652.0,1500000.0,3924.0,100.0,9.9,282,2,279,1,0,13.3,1.6,0.0,85.2,0.0,0.0,0.0,0.0,15795.0 MiB,4366.6 MiB,3148.6 MiB,8279.8 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,11975.8 MiB,
2.5.6,2011-05-26,nbody.py 50000000,12,1690918754,310962,python,0:14.09,1603652.0,1500000.0,3924.0,93.8,9.9,282,2,279,1,0,12.7,0.8,0.0,86.5,0.0,0.0,0.0,0.0,15795.0 MiB,4366.9 MiB,3148.3 MiB,8279.8 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,11976.1 MiB,
2.5.6,2011-05-26,nbody.py 50000000,13,1690918756,310962,python,0:15.26,1603652.0,1500000.0,3924.0,100.0,9.9,282,2,279,1,0,13.5,0.0,0.0,86.5,0.0,0.0,0.0,0.0,15795.0 MiB,4366.9 MiB,3148.3 MiB,8279.8 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,11976.1 MiB,
2.5.6,2011-05-26,nbody.py 50000000,14,1690918757,310962,python,0:16.42,1603652.0,1500000.0,3924.0,93.8,9.9,282,2,279,1,0,12.8,0.0,0.0,87.2,0.0,0.0,0.0,0.0,15795.0 MiB,4367.1 MiB,3148.1 MiB,8279.8 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,11976.3 MiB,
2.5.6,2011-05-26,nbody.py 50000000,15,1690918758,310962,python,0:17.58,1603652.0,1500000.0,3924.0,100.0,9.9,282,2,279,1,0,12.9,0.0,0.0,87.1,0.0,0.0,0.0,0.0,15795.0 MiB,4367.1 MiB,3148.1 MiB,8279.8 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,11976.3 MiB,
2.5.6,2011-05-26,nbody.py 50000000,16,1690918759,310962,python,0:18.75,1603652.0,1500000.0,3924.0,100.0,9.9,282,2,279,1,0,12.8,0.0,0.0,87.2,0.0,0.0,0.0,0.0,15795.0 MiB,4366.9 MiB,3148.2 MiB,8279.9 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,11976.1 MiB,
2.5.6,2011-05-26,nbody.py 50000000,17,1690918760,310962,python,0:19.92,1603652.0,1500000.0,3924.0,100.0,9.9,282,2,279,1,0,12.8,0.8,0.0,86.4,0.0,0.0,0.0,0.0,15795.0 MiB,4366.9 MiB,3148.2 MiB,8279.9 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,11976.1 MiB,
2.5.6,2011-05-26,nbody.py 50000000,18,1690918761,310962,python,0:21.08,1603652.0,1500000.0,3924.0,100.0,9.9,282,2,279,1,0,13.4,0.8,0.0,85.8,0.0,0.0,0.0,0.0,15795.0 MiB,4366.6 MiB,3148.5 MiB,8279.9 MiB,4096.0 MiB,4096.0 MiB,0.0 MiB,11975.9 MiB,
