version,release_date,path,appplication,no_measurement,timestamp,pid,command,time,virt,res,shr,percent_cpu,percent_mem,nTH,P,TIME,SWAP,CODE,DATA,nMaj,nMin,nDRT,USED,tasks_total,tasks_running,tasks_sleeping,tasks_stopped,tasks_zombie,cpu_us,cpu_sy,cpu_ni,cpu_id,cpu_wa,cpu_hi,cpu_si,cpu_st,mem_total,mem_free,mem_used,mem_buff_cache,swap_total,swap_free,swap_used,swap_avail,Unnamed: 43
2.5.6,2011-05-26,nbody_50000000_OOflag,nbody.py 50000000,0,1691144230,542514,python,0:00.12,446443520,439144448,3858432,75.0,2.7,1,6,0:00,0,0,435675136,0,107520,0,439144448,302,2,284,16,0,14.5,14.5,0.0,71.0,0.0,0.0,0.0,0.0,15795.0 MiB,3646.1 MiB,2394.1 MiB,9754.8 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,12603.6 MiB,
2.5.6,2011-05-26,nbody_50000000_OOflag,nbody.py 50000000,1,1691144231,542514,python,0:01.29,1642139648,1610612736,3858432,100.0,9.9,1,2,0:01,0,0,1631371264,0,399360,0,1610612736,302,2,284,16,0,12.9,1.5,0.0,85.6,0.0,0.0,0.0,0.0,15795.0 MiB,2486.3 MiB,3553.6 MiB,9755.1 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,11443.8 MiB,
2.5.6,2011-05-26,nbody_50000000_OOflag,nbody.py 50000000,2,1691144232,542514,python,0:02.45,1642139648,1610612736,3858432,93.8,9.9,1,2,0:02,0,0,1631371264,0,399360,0,1610612736,302,2,284,16,0,13.3,0.0,0.0,86.7,0.0,0.0,0.0,0.0,15795.0 MiB,2492.7 MiB,3555.1 MiB,9747.2 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,11450.2 MiB,
2.5.6,2011-05-26,nbody_50000000_OOflag,nbody.py 50000000,3,1691144233,542514,python,0:03.62,1642139648,1610612736,3858432,93.8,9.9,1,6,0:03,0,0,1631371264,0,399360,0,1610612736,302,2,284,16,0,13.7,0.8,0.0,85.5,0.0,0.0,0.0,0.0,15795.0 MiB,2492.2 MiB,3555.7 MiB,9747.1 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,11449.8 MiB,
2.5.6,2011-05-26,nbody_50000000_OOflag,nbody.py 50000000,4,1691144234,542514,python,0:04.79,1642139648,1610612736,3858432,93.8,9.9,1,6,0:04,0,0,1631371264,0,399360,0,1610612736,302,2,284,16,0,12.3,1.5,0.0,86.2,0.0,0.0,0.0,0.0,15795.0 MiB,2492.9 MiB,3555.0 MiB,9747.1 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,11450.5 MiB,
2.5.6,2011-05-26,nbody_50000000_OOflag,nbody.py 50000000,5,1691144235,542514,python,0:05.96,1642139648,1610612736,3858432,93.8,9.9,1,6,0:05,0,0,1631371264,0,399360,0,1610612736,302,2,284,16,0,13.1,0.8,0.0,85.4,0.8,0.0,0.0,0.0,15795.0 MiB,2492.4 MiB,3555.4 MiB,9747.1 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,11450.0 MiB,
2.5.6,2011-05-26,nbody_50000000_OOflag,nbody.py 50000000,6,1691144237,542514,python,0:07.14,1642139648,1610612736,3858432,100.0,9.9,1,6,0:07,0,0,1631371264,0,399360,0,1610612736,302,2,284,16,0,13.1,0.8,0.0,86.2,0.0,0.0,0.0,0.0,15795.0 MiB,2492.2 MiB,3555.7 MiB,9747.1 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,11449.8 MiB,
2.5.6,2011-05-26,nbody_50000000_OOflag,nbody.py 50000000,7,1691144238,542514,python,0:08.30,1642139648,1610612736,3858432,93.8,9.9,1,2,0:08,0,0,1631371264,0,399360,0,1610612736,302,2,284,16,0,12.3,1.5,0.0,86.2,0.0,0.0,0.0,0.0,15795.0 MiB,2492.2 MiB,3555.7 MiB,9747.1 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,11449.8 MiB,
2.5.6,2011-05-26,nbody_50000000_OOflag,nbody.py 50000000,8,1691144239,542514,python,0:09.48,1642139648,1610612736,3858432,100.0,9.9,1,6,0:09,0,0,1631371264,0,399360,0,1610612736,302,2,284,16,0,13.7,0.8,0.0,85.5,0.0,0.0,0.0,0.0,15795.0 MiB,2492.0 MiB,3555.9 MiB,9747.1 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,11449.5 MiB,
2.5.6,2011-05-26,nbody_50000000_OOflag,nbody.py 50000000,9,1691144240,542514,python,0:10.64,1642139648,1610612736,3858432,93.8,9.9,1,6,0:10,0,0,1631371264,0,399360,0,1610612736,302,2,284,16,0,12.4,0.0,0.0,87.6,0.0,0.0,0.0,0.0,15795.0 MiB,2491.5 MiB,3556.4 MiB,9747.1 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,11449.1 MiB,
2.5.6,2011-05-26,nbody_50000000_OOflag,nbody.py 50000000,10,1691144241,542514,python,0:11.82,1642139648,1610612736,3858432,100.0,9.9,1,6,0:11,0,0,1631371264,0,399360,0,1610612736,302,2,284,16,0,13.0,1.5,0.0,84.7,0.8,0.0,0.0,0.0,15795.0 MiB,2491.7 MiB,3556.1 MiB,9747.1 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,11449.3 MiB,
2.5.6,2011-05-26,nbody_50000000_OOflag,nbody.py 50000000,11,1691144242,542514,python,0:12.98,1642139648,1610612736,3858432,93.8,9.9,1,6,0:12,0,0,1631371264,0,399360,0,1610612736,302,2,284,16,0,14.5,0.0,0.0,84.7,0.0,0.0,0.8,0.0,15795.0 MiB,2491.7 MiB,3556.1 MiB,9747.1 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,11449.3 MiB,
2.5.6,2011-05-26,nbody_50000000_OOflag,nbody.py 50000000,12,1691144244,542514,python,0:14.16,1642139648,1610612736,3858432,100.0,9.9,1,2,0:14,0,0,1631371264,0,399360,0,1610612736,302,2,284,16,0,13.0,1.5,0.0,85.5,0.0,0.0,0.0,0.0,15795.0 MiB,2491.7 MiB,3556.1 MiB,9747.1 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,11449.3 MiB,
2.5.6,2011-05-26,nbody_50000000_OOflag,nbody.py 50000000,13,1691144245,542514,python,0:15.33,1642139648,1610612736,3858432,100.0,9.9,1,6,0:15,0,0,1631371264,0,399360,0,1610612736,302,2,284,16,0,13.1,1.5,0.0,85.4,0.0,0.0,0.0,0.0,15795.0 MiB,2491.2 MiB,3556.6 MiB,9747.1 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,11448.8 MiB,
2.5.6,2011-05-26,nbody_50000000_OOflag,nbody.py 50000000,14,1691144246,542514,python,0:16.50,1642139648,1610612736,3858432,100.0,9.9,1,6,0:16,0,0,1631371264,0,399360,0,1610612736,302,2,284,16,0,12.6,0.7,0.0,86.7,0.0,0.0,0.0,0.0,15795.0 MiB,2491.0 MiB,3556.9 MiB,9747.1 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,11448.6 MiB,
2.5.6,2011-05-26,nbody_50000000_OOflag,nbody.py 50000000,15,1691144247,542514,python,0:17.68,1642139648,1610612736,3858432,100.0,9.9,1,6,0:17,0,0,1631371264,0,399360,0,1610612736,302,2,284,16,0,13.1,0.8,0.0,86.2,0.0,0.0,0.0,0.0,15795.0 MiB,2491.2 MiB,3556.6 MiB,9747.1 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,11448.8 MiB,
2.5.6,2011-05-26,nbody_50000000_OOflag,nbody.py 50000000,16,1691144248,542514,python,0:18.85,1642139648,1610612736,3858432,100.0,9.9,1,6,0:18,0,0,1631371264,0,399360,0,1610612736,302,2,284,16,0,13.1,0.8,0.0,86.2,0.0,0.0,0.0,0.0,15795.0 MiB,2491.2 MiB,3556.6 MiB,9747.1 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,11448.8 MiB,
2.5.6,2011-05-26,nbody_50000000_OOflag,nbody.py 50000000,17,1691144249,542514,python,0:20.02,1642139648,1610612736,3858432,100.0,9.9,1,6,0:20,0,0,1631371264,0,399360,0,1610612736,302,2,284,16,0,13.1,0.8,0.0,86.2,0.0,0.0,0.0,0.0,15795.0 MiB,2491.2 MiB,3556.6 MiB,9747.1 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,11448.8 MiB,
2.5.6,2011-05-26,nbody_50000000_OOflag,nbody.py 50000000,18,1691144251,542514,python,0:21.19,1642139648,1610612736,3858432,100.0,9.9,1,6,0:21,0,0,1631371264,0,399360,0,1610612736,302,2,284,16,0,13.0,0.8,0.0,86.3,0.0,0.0,0.0,0.0,15795.0 MiB,2491.5 MiB,3556.4 MiB,9747.1 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,11449.1 MiB,
2.5.6,2011-05-26,nbody_50000000_OOflag,nbody.py 50000000,19,1691144252,542514,python,0:22.36,1642139648,1610612736,3858432,100.0,9.9,1,6,0:22,0,0,1631371264,0,399360,0,1610612736,302,2,284,16,0,13.1,0.8,0.0,86.2,0.0,0.0,0.0,0.0,15795.0 MiB,2491.2 MiB,3556.6 MiB,9747.2 MiB,4096.0 MiB,4092.2 MiB,3.8 MiB,11448.8 MiB,
