version,release_date,appplication,no_measurement,timestamp,pid,command,virt,res,shr,percent_cpu,percent_mem,tasks_total,tasks_running,tasks_sleeping,tasks_stopped,tasks_zombie,cpu_us,cpu_sy,cpu_ni,cpu_id,cpu_wa,cpu_hi,cpu_si,cpu_st,mem_total,mem_free,mem_used,mem_buff_cache,swap_total,swap_free,swap_used,swap_avail,Unnamed: 32
2.5.6,2011-05-26,nbody.py 50000000,0,1690187767,262830,python3,20432.0,9692.0,6120.0,62.5,0.1,317,2,310,5,0,22.7,12.9,0.0,64.4,0.0,0.0,0.0,0.0,15795.0 MiB,5224.6 MiB,2372.8 MiB,8197.6 MiB,4096.0 MiB,4094.5 MiB,1.5 MiB,12518.0 MiB,
2.5.6,2011-05-26,nbody.py 50000000,1,1690187768,262830,python3,20432.0,9692.0,6120.0,100.0,0.1,317,2,310,5,0,12.8,0.0,0.0,87.2,0.0,0.0,0.0,0.0,15795.0 MiB,5224.4 MiB,2372.7 MiB,8197.9 MiB,4096.0 MiB,4094.5 MiB,1.5 MiB,12517.9 MiB,
2.5.6,2011-05-26,nbody.py 50000000,2,1690187770,262830,python3,20432.0,9692.0,6120.0,100.0,0.1,317,2,310,5,0,12.7,0.8,0.0,86.5,0.0,0.0,0.0,0.0,15795.0 MiB,5225.8 MiB,2379.2 MiB,8189.9 MiB,4096.0 MiB,4094.5 MiB,1.5 MiB,12519.3 MiB,
2.5.6,2011-05-26,nbody.py 50000000,3,1690187771,262830,python3,20432.0,9692.0,6120.0,100.0,0.1,317,2,310,5,0,14.0,0.8,0.0,85.3,0.0,0.0,0.0,0.0,15795.0 MiB,5225.6 MiB,2379.5 MiB,8189.9 MiB,4096.0 MiB,4094.5 MiB,1.5 MiB,12519.1 MiB,
2.5.6,2011-05-26,nbody.py 50000000,4,1690187772,262830,python3,20432.0,9692.0,6120.0,100.0,0.1,317,3,309,5,0,13.0,0.8,0.0,86.3,0.0,0.0,0.0,0.0,15795.0 MiB,5224.4 MiB,2380.7 MiB,8189.9 MiB,4096.0 MiB,4094.5 MiB,1.5 MiB,12517.9 MiB,
2.5.6,2011-05-26,nbody.py 50000000,5,1690187773,262830,python3,20432.0,9692.0,6120.0,100.0,0.1,317,2,310,5,0,13.4,0.8,0.0,85.8,0.0,0.0,0.0,0.0,15795.0 MiB,5224.4 MiB,2380.7 MiB,8189.9 MiB,4096.0 MiB,4094.5 MiB,1.5 MiB,12517.9 MiB,
2.5.6,2011-05-26,nbody.py 50000000,6,1690187774,262830,python3,20432.0,9692.0,6120.0,93.8,0.1,317,2,310,5,0,11.9,0.8,0.0,87.3,0.0,0.0,0.0,0.0,15795.0 MiB,5224.2 MiB,2380.9 MiB,8189.9 MiB,4096.0 MiB,4094.5 MiB,1.5 MiB,12517.7 MiB,
2.5.6,2011-05-26,nbody.py 50000000,7,1690187775,262830,python3,20432.0,9692.0,6120.0,100.0,0.1,317,2,310,5,0,13.4,0.0,0.0,86.6,0.0,0.0,0.0,0.0,15795.0 MiB,5224.2 MiB,2380.9 MiB,8189.9 MiB,4096.0 MiB,4094.5 MiB,1.5 MiB,12517.7 MiB,
2.5.6,2011-05-26,nbody.py 50000000,8,1690187777,262830,python3,20432.0,9692.0,6120.0,100.0,0.1,317,2,310,5,0,12.7,0.8,0.0,86.5,0.0,0.0,0.0,0.0,15795.0 MiB,5223.9 MiB,2381.1 MiB,8189.9 MiB,4096.0 MiB,4094.5 MiB,1.5 MiB,12517.4 MiB,
2.5.6,2011-05-26,nbody.py 50000000,9,1690187778,262830,python3,20432.0,9692.0,6120.0,100.0,0.1,317,2,310,5,0,12.7,0.0,0.0,87.3,0.0,0.0,0.0,0.0,15795.0 MiB,5224.5 MiB,2380.6 MiB,8189.9 MiB,4096.0 MiB,4094.5 MiB,1.5 MiB,12518.0 MiB,
2.5.6,2011-05-26,nbody.py 50000000,10,1690187779,262830,python3,20432.0,9692.0,6120.0,100.0,0.1,317,2,310,5,0,13.3,0.8,0.0,85.9,0.0,0.0,0.0,0.0,15795.0 MiB,5224.5 MiB,2380.6 MiB,8190.0 MiB,4096.0 MiB,4094.5 MiB,1.5 MiB,12518.0 MiB,
2.5.6,2011-05-26,nbody.py 50000000,11,1690187780,262830,python3,20432.0,9692.0,6120.0,100.0,0.1,317,2,310,5,0,13.4,0.0,0.0,86.6,0.0,0.0,0.0,0.0,15795.0 MiB,5224.2 MiB,2380.8 MiB,8190.0 MiB,4096.0 MiB,4094.5 MiB,1.5 MiB,12517.8 MiB,
2.5.6,2011-05-26,nbody.py 50000000,12,1690187781,262830,python3,20432.0,9692.0,6120.0,100.0,0.1,317,2,310,5,0,12.8,0.0,0.0,87.2,0.0,0.0,0.0,0.0,15795.0 MiB,5223.7 MiB,2381.3 MiB,8190.0 MiB,4096.0 MiB,4094.5 MiB,1.5 MiB,12517.3 MiB,
